"doc_id","text"
46,"Pros: Nice and stable app. Contains hundreds of puzzles, where you could train your skills. Cons: Many of them have several solutions. When I choose the better one than the authors have chosen, it considers, that I am wrong."
47,"Half of the fun comes from chatting while playing chess, today I played chess but I was not able to chat with other person, the chat section and keyboard are coming,but when I typed and enter the message is not going to other end, plz check into this problem, I really like this app if it isn't for t...Full Review"
48,"the best ever. we get to play matches, solve puzzles within a limited timeline, get daily problem, play with the bots who really train is with unlimited number of matches . I just loved this app."
49,"If you intend to grow a career in Chess with ratings and titles, this is the place to be with all basics and lessons, openings, game analysis, online opponents (including the real life Grandmasters), tournaments, and daily puzzles. You still can work it out, even if you dont want to invest dime in t...Full Review"
50,"updating former rating so the ""system error"" each time I try to recap my match and the fact the the lessons don't update and it keeps saying I completed a lesson just to restart the lesson video over is really making me regret buying the year membership, getting disappointed and not seeing the point...Full Review"
51,"I'm going back to lichess. this one Reduced rating from 3 to 2 stars. After playing this a fair bit (I'm a chess hack) I can quite easily beat the Aron computer player, but the next free computer player is Emir, and the rating gap goes from 700 to 1000. Aron is silly and makes a ton of mistakes. Not...Full Review"
52,"Excellent experience app for Android's.. Does this even need a review, it's amazing .. Works fine. But the only thing is, there could have been a few more bots to play for free, from each tier .. And there could have been some more free puzzles ..."
53,"The app is all bugs, fails to connect properly with the fastest connect available in the world at my end, times out constantly and costs you time on the clock. Won't accept complaints on forums. shite."
54,"This chess game is great because it's don't had ads & it's also played offline. This chess game has many attractive themes i just loved all of them. It's has chess lessons that allow you to learn & get better if you are beginner wanted to get better at chess playing. And many more features are there...Full Review"
55,"This site is very lagging when playing bullets and ultra bullets.....time is reducing when it's opponent moves too. Lichess is far more better for bullets compared to this. This will work for only who has internet spped of 1GB per sec. This is so laggy for Bullets."
56,"Platform is good....but I *keep* getting disconnected so many times, or the other player does. Trash app. So basic to have connectivity. All my other apps stay connected. How about if a game gets disconnected you save and adjourn the game for a continuation saving position and remaining time. Bad te...Full Review"
57,"great way to learn chess. one downside is the constant beg for money by everything you do, but as a gold member myself I really recommend buying it, mostly for the analysis and the puzzles."
58,"A good game..But would be cool if people could analyse or play some puzzles for free ...after all a good game.. But a lot of toxic players afterall anyways a really good game afterall and I play it after studying or just to take a break"
59,"I love chess, and i have been playing on your website for an year now, i have played around 8000 games, but today i downloaded you app for the first time, and i hate it, the movement of the pieces is very bad .. i thought it will be better than website but it is worst."
60,"One of the third class app with worst algorithm. Time management is worst, and points destribution is worst part. And server is condemnable, frequently gets crashed even if internet is best. And the what's the use of so many updates when you can't even solve simple bug of pawn moves? If we make 2 st...Full Review"
61,"Sometimes, i don't find players - seems like a technical issue. Also, the app doesn't have option for 4-player chess yet. otherwise, i love it!"
62,"I've been playing this for a month or so and I've noticed a reoccurring problem where two pawns will be right beside each other yet the cpu opponents will move diagonally and take my piece when my piece is clearly out of the way."
63,"All and all a good service, however on Android 11 the game leaves the Home button, back button and recent apps button at the bottom making some of the buttons unusable since they are now behind system buttons."
64,"It's a great app and it's website got me intrested into chess. A complain i have is that you can't play unrated against random people, you can only play unrated against people you send game invites to. Also i dont like that you have to pay for lessons, analysis, and puzzles"
65,"Everything is ok ,I have some suggestions. 1:-chatting is quite difficult made some improvement like WhatsApp messenger etc. 2:-form chatting groups for the same region area people who are interested can join ."
66,"Great app. I just wish there would be a menu redesign, I start a game against someone so often instead of starting a game with a friend because the menus aren't very clear."
67,"This is my favorite, been using for about 4 years. only problem that I have is that it disconnect from the internet often, don't know if it's my wifi or it's the app."
68,"Not able to find opponents, the bad network indicator keeps on blinking. Internet is absolutely fine! Reinstalling fixes it. Every second day this happens. Everytime I have to reinstall"
69,"The only problem is app is not connecting to play game. Had to Uninstall and reinstall each time to make it work. The options within app are great but making it useless with app disfunction. This is happening after 17th May update. I had no issues before that."
70,"love this app. Very stable and the lessons are very helpful. Never had a single corrupted game like others I have tried. Good value for the subscription cost too."
71,"Live chess connection gets stuck and sometimes create problems, otherwise a great and addictive app. Hats off to all the developers who pulled this off, it is genuinely a marvel."
72,"I love this app, but the engine makes my phone extremely hot. Update: I tried the developer's suggestions. It's still causing my phone to run very hot, and now I have ads since I updated the app."
73,"Good app witl huge user base. Offers different modes of time control you can choose from and also some chess variants. Good puzzles and lessons. But a lot of content is locked behind a paywall."
74,"Great app but PLEASE PLEASE PLEASE PLEASE add a ""confirm"" button before going into an online game. I've had many nasty surprises accidentally clicking on a game when I was NOT prepared for it."
75,"One of the best chess game app available in playstore but there is a limit on puzzel, learning and few other feature's access which is bit disappointing. Hope the team will make the application free in near future."
76,"Am facing an issue for the past one week. Earlier, When the opponent or I get the checkmate, the game used to hang. Now, I can't start a new game. I even tried uninstalling and reinstalling the game, failed."
77,"it's a really good program the only problem am having is that it times me out .....when it disconnects due to network failure though at times it's just too much....I find that to be annoying....."
78,"Game point of view it is good. But phone is getting too heat. Sometimes it even getting closed due to heavy heat. It is not my phone problem. It is in good state!!"
79,"This is an excellent app, it both provides a great many themes to chose from as well as great connection with other players. I would highly recommend this app to anyone wanting to play chess on the go with people around the world."
80,"Really liked the game , a clean fast experience. I do see some bugs though. Captured a video with the glitch. P.S. SOLDR CANNOT MOVE SIDEWAYS AND THEN FORWARD IN A SIGLE MOVE ;P hence 3 stars rating."
81,"In the recent update, somehow I am experiencing an issue whee the bottom functions are overlapping my main screen buttons. So can't use them properly. Please let me know if this bug is from my end or yours."
82,"Matchmaking is nonexistent. I could understand a few mad matches in a row, but every single game being outmatched for weeks straight is a bit ridiculous. Quite disheartening, not sure if I'll uninstall and find a better platform or find a different hobby for a time."
83,"I used several chess game apps before I found this. I deleted all of the others because this one is the best with an online playing option, bots to play to improve fast; lessons following your most recent game and so much more. I'm addicted and I love it!!"
84,"The BEST Chess App. Lots of ways to practice (against other players, against computer, puzzles, timed puzzles, lessons, etc). I also love that you can play in real life too, with their ""Pass and Play"" mode. Highly recommend."
85,"One of stupid things that happening. When you thinking to castle but instead you decide to move your rook and click on it, it castleling. F**king annoying. I'm so freaking mad to lose because of this. Please add some additional option, I'd rather click some extra button than lose because of that acc...Full Review"
86,"This chess game app is absolutely awesome. Everything about this chess game app is cool. Finest features and variants for Chess lover, so much weightage given to make newbies to learn good chess. Hats off to Devs. Tournaments are also there but I don't know how it works as I'm at beginner level."
87,"No words. Loving it. Superb app. Very effecient AI. Features are so cool. Everything is awesome. Just one requirement: app icon update and better colors selection for home page design. Good design is lacking."
88,"good overall. would like a 3d view & most importantly ""new games"" need a confirm screen... don't just instantly throw me into a match ur assuming I just automatically know what clicking each start game option means..."
89,"great app, no problems at all except for on the mobile version theres a big which says you're current puzzle rating on the home screen, other than that fantastic would highly recommend!!"
90,"I normally enjoy playing but for a week or so now it has been glitches so bad that I haven't been able to play. I just Uninstaller, gonna re-download and see if that fixes the issues. Although I see others complaining about the same things, so itvlooks like its not just me."
91,"one problem only, can't log in when I use VPN. This is annoying because I use it all the time. one suggestion: give more options for timeout notification on daily games. maybe multiple notifications, not just for 7 hours left."
92,"Incredible amount of users using engine and being unpunished, consistent bugs on starting a match when just opened the app. Used to pay the subscription, never again. If I play against elo 700-900 if feels the same as 1200-1300, as i have 2 accounts in those elos."
93,"Only matches worth playing are the 1 minute matches. People stall CONSTANTLY on every match and they aren't getting punished. I can't remember how many matches I've been one move away from winning just for my opponent to let the time EXPIRE because he wanted to""punish"" me for winning. 30 minute matc...Full Review"
94,"Its an ""okay"" app. Quite a few bugs, mainly when playing against the ai. It makes quite a few illegal moves. I move pawn a2 to a4 beside his pawn b4. He moves his b4 to a3 and takes my a4 pawn and it gives me a ""mistake"". Theres quite a few more, this is just the most repeatable."
95,"The app surffers one major disadvantage and that is stalling the game. I had an opponent who tried to cheese but blunder his queen, the next 7 mn was him doing nothing until the timer runs out."
96,"It's a very good application to learn chess. not only that you can also analysis your mistakes after the game and it will improve a lot your game play with time."
97,"Can't find games, just loads for ever. Update: It started loading games again, I didn't do anything to make it happen, just started working again."
98,"Hey team, The online mode does not search players at all . Works only for 2 matches and then i can never play or compete online . And i guess the latest update on 17th may 2021 messed this up . Please fix asap or revert me to older one"
99,"I started playing chess earlier this year and I love the way this app makes learning easy with all the puzzles and games available. this is very addicting. best Chess app around. <U+0001F44D>"
100,"I wouldn't recommend this game to anyone. The developer for this game seems to have change certain chess rules like how the way the king should moves. The game rules work according to the developer of this game not according to what an actual chess should be."
101,"Best regards to the makers. You really helped me advance my chess skills and career to high levels. Not as good as the PC version. but better than nothing when you're on the go. I use it all the time. You won't regret your time"
102,"it's chess, with tutorials and puzzles, etc. would give 5 stars if it had all of the features of the website, such as more variants."
103,"Great app to learn chess and play with bots, friends or people from around the world. I really enjoy the lessons and puzzles."
104,"I regularly disconnect recently although I have internet. I can connect to other websites through both wifi and mobile data during the timer. Only a reinstall of the app helps."
105,"Many times it supports other player, they have 2 sec remaining and I have 10 sec but at last I loose the match , how this is possible, and with premium pack u got extra time, this is cheating , with money u buy extra help from the developers"
106,"Deserves zero stars. Extremely difficult to move pieces. No more than one premove allowed. Analysis is often wrong. Apparently the lasy few updates have completely trashed this app"
107,"Amazing chess app. Can play chess with people all around the world and with your friends! You can do daily puzzles and daily chess lessons. Thank you."
108,"Downloaded on January 1 2021 so I could learn to play chess. 5 months later and I am fairly decent at chess. Great app for learning whether you're a novice or well versed."
109,"It is lagging so much now my internet connection is fine but still once it shows game abandoned then after that it is stuck on the same page so disappointed have to restart my phone to play game again it has been happening so many time"
110,"I have trouble with the analysis board and when I play Puzzles or Puzzle Rush and make really quick moves, it sometimes says I made the wrong move but then when I do it again it works, but except that its great"
111,"I lost connection, even though I reconnected, the game was not visible. Therefore I lost by time. There should be a continuous game list!"
112,"The bots are excellent and you can play against them any time offline. I've never played against bots that feel like they have personality but these come close."
113,"There's alot to like. Easy to use & navigate, get to play people all over the globe, match up are fair & length of game can easily be changed."
114,"This is one of the best chess apps I've ever used, I gone from a 250 rating to a peak 1500 rating,I really recommend this for beginners.It doesn't just let you play with other people, it lets you learn aswell."
115,"The free version is good, but the membership is excellent. I'm really enjoying the lessons, videos and unlimited puzzles."
116,"Brilliant App. Premium is a bit pricey but all in all really well put together app with plenty of extras such as training and puzzles etc plus the analysis features are brilliant."
117,"App does not work anymore. Since 4 days or so it is not possible to find any games. The app just stays idle in the searching screen, no matter what que."
118,"Worst app, even though my net speed is good I am unable to play a single game since a day even though my brother is able to play game on his phone by using my Hotspot. And also I have updated the app regularly."
119,"Really enjoyed the game until recently every game I won never showed the victory message, just stopped the clocks, same with if I resigned. Now for the last day it has said 'invalid login token given' and won't load any games at all."
120,"Very fun and entertaining game if anyone loves the game of chess I would 100% suggest to download this but I do have a issue with the way you make friends with people they either nerver get my request or they are not able to accept my invite"
121,"This app started to behave weird in recent time( most time the app is not responding or closes immediately when I try to open- could be a app crash). Not sure if any app software update causing the issue or my phone is not supported the latest versions."
122,"The game is good. But the computer never accepts it's defeat. Everytime I am close to defeating it, when it had just a king and I had about 10 pieces, it claims it's a draw."
123,"Great app for playing chess. Easy to add a friend to play together. It's very addictive. I love playing the rapid or daily games, but there's lots of different options to choose from."
124,"Great app, the only thing it misses immediate move undo feature. Edit; I have the confirmation enabled but still undo would be nice . I think a similar product has it"
125,"really fun app, super addicting. Some of the players take it way too seriously though and once in a while the clock will mess up."
126,"Great application! Best Chess app I've ever used, but could you please update the main app icon to something more colorful and vibrant? Maybe use like a silver pawn with a green and blue squared background???"
127,"Unless you'll be cheating it's probably best to stay away from this app. It's filled with week old accounts all playing the best moves like they're grandmasters. It's just way too easy to cheat in online chess, and way too hard to catch them."
128,"The day i started playing chess in this app, there was amazing experience, but now many bugs are there, I am unable to messege anyone, niether my friends nor the opponent chess play..fix this...also i got three star against many bots, but when i reinstalled the app after update,all the stars got cle...Full Review"
129,"The back button (in app) no longer works after playing my turn in a game. I have to use the Android back button to go to the main page."
130,"Everything is good but when the player is losing I've to wait so long before it auto re-sign.. I've waited around 2 minutes. I hope that gets rectified."
131,"It's gonna be so much cooler to review your own ""Brilliant"" moves. It could give me a feeling of what it is like. Just click the button and learn from your moves."
132,"The best chess app. The development team for this app is also extremely active. This app is your one stop shop for chess with its chess articles and lessons. Everything you need for chess is in this app. AND ITS FREE, but the premium is absolutely worth it."
133,"fantastic chess app. easy to use, easy to connect with friends from social media, widespread global use provides near-constant partners in ""random"" games."
134,"The game is good but I lost 200+ points in bullet because there's some glitch with the timer, even when I move instantly it shows me that I have wasted 2 seconds while making a move."
135,"Its worst than worst , whenever i play and lose its -10 or -12 but if i win then its just +7 or +6. Fix this it rages me up. Secondly , there are many unemployed people playing that is they are losing they dont move for the rest of time waiting for the opponent to resign and it wastes a lot of time ...Full Review"
136,"The game is great to play with other people online and the analysis of your gameplay really helps you improve by showing you where you made mistakes"
137,"Used to love this app. Play daily. Of late the app isn't able to connect me to other online players when searching for a game? Disappointing"
138,"Freezes mostly after each bullet game. Sometimes we wonder what happened, then after refreshing only we will be able to know that opponent resigned. Otherwise good app."
139,"It's a good app for chess enthusiasts. Got both offline(bot) and online matches. You can even learn new moves or techniques in the app."
140,"There is bug in my app. Everytime I tend to play a computer or bot, the game does not start even I have made the first move.. the bot does not move its pieces. Fix this asap."
141,"After last update I m unable to see icon on the screen.i obligated to search from playstore whenever I want to play or see the notifications . Please consider it and solve the problems."
142,"Many people must be playing on mobile phone and if you attend call, you lose the game, we must respect basic time provided for each player, stalling may be a genuine problem for some players but your app can detect whether a phone is ongoing and keep the game onn, otherwise no point of having a mobi...Full Review"
143,"the stuff you pay for makes sense, the free stuff is what you need to play the game. It's good, thanks developer peoples"
144,"Great game to enjoy. Both online and offline. Fun and if you a fan of Chess its gonna help you challenge anyone in this world ."
145,"I spend way too much time playing this. Haha. There is a little bug where sometimes I can't start a new game because the app doesn't finalize the result, but I still love it."
146,"Since about a month a go the app says ""invalid token"" when trying to do puzzles on mobile data, wifi works fine You can do a lot without a subscription"
147,"I love it you can play with people offline and online. I play it for almost an hour. But I want free lesson so I can make my strategy higher and thinking. So can u please make the lessons and guide free?"
148,"There was difficulty when i tried to get premium. The app is very useful, giving lots of tools to learn and finding games is fast and easy."
149,"Best Chess game out there. Always someone to play and the people are amazing. If you are curious about the game and want to learn, this is the best place to go. Great for all skill levels."
150,"From past few days server is not responding. Pls fix this ASAP. Edit - your solution did not help. I deleted and reinstalled but still getting same server error."
151,"probably the best online chess app.Streamers and GM's also prefere it.perfect for traning learning and everything. But,should give more daily puzzles more free analizing and options."
152,"It's the worst chesa game ever played. My game is getting abandoned . It shows auto resign after every move and simply loosing time. God knows if your app works like this how one can play...... Thanks for reply. It's ok now"
153,"The only thing I'm missing is not being able to repeat what a combination after completing a part of a lesson. So this way to learn it. And not just did it once and forgotten."
154,"Awesome way to learn the game and play online. Lots of amazing content and exercises, I've already improved my game a lot. By far the best chess app I have found."
155,"Constant lag issues. Claims network issues, only app on the phone with issues. Lose so many games to lag. Then stream 4k video right after without issue."
156,"I had came with a problem with app,that rematch with opponent is very late,it showing notification very lately, can u please solve it,still there is a problem again i am facing lot of issues"
157,"This app has so much to offer.... Other chess apps only let you play against other players whereas this one has so much more. Infinite puzzles, small training videos, analysis of all games, openings & tactics etc. Download this one <U+270C><U+FE0F><U+0001F44C>"
158,"A great chess game unlike many others because it has much more options to do and it also connects people together with some sophisticated chess."
159,"It's Chess, you can't really mess up chess. The bots are good, but I don't have a high IQ so I'm pretty bad at chess, but this is probably the definitive chess app."
160,"The adding of time on you opponents clock is unexceptable . I would think the developers would take a healthy pride in the awesomeness of this app . Guess I am wrong ."
161,"great game but i hate how you have to take chess lessons to level up and you can only have one lesson a week on the free edition soits a pretty big wait between lessons"
162,"This game worked very well in the first two weeks for me. After that it has connectivity issues which are not resolved till now."
163,"Good app, easy to use, ideal for those new to chess, limited unless you go for upgrade.Graphics could be improved."
164,"Great site for playing and learning chess. Although I think the number of times we can analyse without buying any membership should be a little more (3 times a day)"
